Professor,Publication Type,Venue,Title,Authors,Year,Research Field,Research Fields,Research Field Percentages,2D Points
Enkelejda Kasneci,Conference or Workshop Paper,ICANN (4),Weight and Gradient Centralization in Deep Neural Networks.,Wolfgang Fuhl;Enkelejda Kasneci,2021,Machine Learning,['Machine Learning'],[1.0],"[9.789052963256836, 8.781447410583496]"
Enkelejda Kasneci,Conference or Workshop Paper,ICANN (4),Reinforcement Learning for the Privacy Preservation and Manipulation of Eye Tracking Data.,Wolfgang Fuhl;Efe Bozkir;Enkelejda Kasneci,2021,Human-Computer Interaction,"['Human-Computer Interaction', 'Machine Learning']","[0.4, 0.4]","[-14.177470207214355, 54.45867156982422]"
Enkelejda Kasneci,Conference or Workshop Paper,ICCVW,1000 Pupil Segmentations in a Second using Haar Like Features and Statistical Learning.,Wolfgang Fuhl;Johannes Schneider;Enkelejda Kasneci,2021,Machine Learning,"['Machine Learning', 'Human-Computer Interaction']","[0.5, 0.3333333333333333]","[49.912384033203125, 44.917884826660156]"
Enkelejda Kasneci,Conference or Workshop Paper,ICMI Companion,Differentiating Surgeons' Expertise solely by Eye Movement Features.,Benedikt Hosp;Myat Su Yin;Peter Haddawy;Ratthapoom Watcharporas;Paphon Sa-Ngasoongsong;Enkelejda Kasneci,2021,Human-Computer Interaction,['Human-Computer Interaction'],[0.6],"[-21.208776473999023, 58.44406509399414]"
Enkelejda Kasneci,Conference or Workshop Paper,ICMI,States of Confusion: Eye and Head Tracking Reveal Surgeons' Confusion during Arthroscopic Surgery.,Benedikt Hosp;Myat Su Yin;Peter Haddawy;Ratthaphum Watcharopas;Paphon Sa-Ngasoongsong;Enkelejda Kasneci,2021,Bioinformatics and Computational Biology,"['Bioinformatics and Computational Biology', 'Human-Computer Interaction']","[0.4, 0.4]","[-13.454729080200195, 67.2415771484375]"
Enkelejda Kasneci,Conference or Workshop Paper,IJCNN,"Rotated Ring, Radial and Depth Wise Separable Radial Convolutions.",Wolfgang Fuhl;Enkelejda Kasneci,2021,Computer Vision,['Computer Vision'],[1.0],"[16.953731536865234, 19.362998962402344]"
Enkelejda Kasneci,Conference or Workshop Paper,ISMAR,"TEyeD: Over 20 Million Real-World Eye Images with Pupil, Eyelid, and Iris 2D and 3D Segmentations, 2D and 3D Landmarks, 3D Eyeball, Gaze Vector, and Eye Movement Types.",Wolfgang Fuhl;Gjergji Kasneci;Enkelejda Kasneci,2021,Human-Computer Interaction,"['Human-Computer Interaction', 'Computer Vision']","[0.6, 0.4]","[-13.373332977294922, 62.74332809448242]"
Enkelejda Kasneci,Conference or Workshop Paper,VR,Exploiting Object-of-Interest Information to Understand Attention in VR Classrooms.,Efe Bozkir;Philipp Stark;Hong Gao;Lisa Hasenbein;Jens-Uwe Hahn;Enkelejda Kasneci;Richard Göllner,2021,Computer Vision,['Computer Vision'],[0.5],"[-22.312910079956055, 54.036006927490234]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,The Gaze and Mouse Signal as additional Source for User Fingerprints in Browser Applications.,Wolfgang Fuhl;Nikolai Sanamrad;Enkelejda Kasneci,2021,Human-Computer Interaction,['Human-Computer Interaction'],[1.0],"[-17.446935653686523, -38.642127990722656]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Multimodal Engagement Analysis from Facial Videos in the Classroom.,Ömer Sümer;Patricia Goldberg;Sidney D'Mello;Peter Gerjets;Ulrich Trautwein;Enkelejda Kasneci,2021,Human-Computer Interaction,['Human-Computer Interaction'],[0.75],"[-22.932863235473633, 50.272396087646484]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,"TEyeD: Over 20 million real-world eye images with Pupil, Eyelid, and Iris 2D and 3D Segmentations, 2D and 3D Landmarks, 3D Eyeball, Gaze Vector, and Eye Movement Types.",Wolfgang Fuhl;Gjergji Kasneci;Enkelejda Kasneci,2021,Human-Computer Interaction,"['Human-Computer Interaction', 'Computer Vision']","[0.6, 0.4]","[-13.373332977294922, 62.74332809448242]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Differentiating Surgeon Expertise Solely by Eye Movement Features.,Benedikt Hosp;Myat Su Yin;Peter Haddawy;Paphon Sa-Ngasoongsong;Enkelejda Kasneci,2021,Human-Computer Interaction,['Human-Computer Interaction'],[0.6],"[-21.208723068237305, 58.44466781616211]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,States of confusion: Eye and Head tracking reveal surgeons' confusion during arthroscopic surgery.,Benedikt Hosp;Myat Su Yin;Peter Haddawy;Ratthapoom Watcharporas;Paphon Sa-Ngasoonsong;Enkelejda Kasneci,2021,Bioinformatics and Computational Biology,"['Bioinformatics and Computational Biology', 'Human-Computer Interaction']","[0.4, 0.4]","[-13.454882621765137, 67.24154663085938]"
Enkelejda Kasneci,Conference or Workshop Paper,AAAI,Training Decision Trees as Replacement for Convolution Layers.,Wolfgang Fuhl;Gjergji Kasneci;Wolfgang Rosenstiel;Enkelejda Kasneci,2020,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[20.209396362304688, 9.949012756347656]"
Enkelejda Kasneci,Conference or Workshop Paper,AIVR,Eye Tracking Data Collection Protocol for VR for Remotely Located Subjects using Blockchain and Smart Contracts.,Efe Bozkir;Shahram Eivazi;Mete Akgün;Enkelejda Kasneci,2020,Human-Computer Interaction,['Human-Computer Interaction'],[0.4],"[-12.12334156036377, 56.11377716064453]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA Short Papers,Neural networks for optical vector and eye ball parameter estimation.,Wolfgang Fuhl;Hong Gao;Enkelejda Kasneci,2020,Machine Learning,['Machine Learning'],[0.75],"[63.02354431152344, 15.16521167755127]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,A MinHash approach for fast scanpath classification.,David Geisler;Nora Castner;Gjergji Kasneci;Enkelejda Kasneci,2020,Robotics,"['Robotics', 'Machine Learning']","[0.5, 0.5]","[-13.65774154663086, 25.209531784057617]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA Short Papers,"Tiny convolution, decision tree, and binary neuronal networks for robust and real time pupil outline estimation.",Wolfgang Fuhl;Hong Gao;Enkelejda Kasneci,2020,Machine Learning,['Machine Learning'],[0.6],"[18.713773727416992, 11.049126625061035]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA Adjunct,Low Power Scanned Laser Eye Tracking for Retinal Projection AR Glasses.,Johannes Meyer;Thomas Schlebusch;Thomas C. Kübler;Enkelejda Kasneci,2020,Human-Computer Interaction,"['Human-Computer Interaction', 'Robotics']","[0.6, 0.4]","[-21.34790802001953, 68.92389678955078]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Deep semantic gaze embedding and scanpath comparison for expertise classification during OPT viewing.,Nora Castner;Thomas C. Kübler;Katharina Scheiter;Juliane Richter;Thérése Eder;Fabian Hüttig;Constanze Keutel;Enkelejda Kasneci,2020,Machine Learning,['Machine Learning'],[0.5],"[-11.31137466430664, 24.525068283081055]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA Short Papers,Privacy Preserving Gaze Estimation using Synthetic Images via a Randomized Encoding Based Framework.,Efe Bozkir;Ali Burak Ünal;Mete Akgün;Enkelejda Kasneci;Nico Pfeifer,2020,Machine Learning,['Machine Learning'],[0.5],"[-6.481327056884766, 49.11753463745117]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA Short Papers,Exploiting the GBVS for Saliency aware Gaze Heatmaps.,David Geisler;Daniel Weber;Nora Castner;Enkelejda Kasneci,2020,Human-Computer Interaction,['Human-Computer Interaction'],[1.0],"[44.525360107421875, 24.306188583374023]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA Short Papers,A Novel -Eye-Tracking Sensor for AR Glasses Based on Laser Self-Mixing Showing Exceptional Robustness Against Illumination.,Johannes Meyer;Thomas Schlebusch;Hans Spruit;Jochen Hellmig;Enkelejda Kasneci,2020,Robotics,['Robotics'],[0.6],"[-20.633947372436523, 70.32815551757812]"
Enkelejda Kasneci,Conference or Workshop Paper,ICPR,"Fully Convolutional Neural Networks for Raw Eye Tracking Data Segmentation, Generation, and Reconstruction.",Wolfgang Fuhl;Yao Rong;Enkelejda Kasneci,2020,Machine Learning,['Machine Learning'],[0.36363636363636365],"[14.785780906677246, 20.262968063354492]"
Enkelejda Kasneci,Conference or Workshop Paper,ICPR,Explainable Online Validation of Machine Learning Models for Practical Applications.,Wolfgang Fuhl;Yao Rong;Thomas Motz;Michael Scheidt;Andreas Hartel;Andreas Koch;Enkelejda Kasneci,2020,Machine Learning,['Machine Learning'],[1.0],"[-5.347644329071045, -22.86522102355957]"
Enkelejda Kasneci,Conference or Workshop Paper,IROS,Distilling Location Proposals of Unknown Objects through Gaze Information for Human-Robot Interaction.,Daniel Weber;Thiago Santini;Andreas Zell;Enkelejda Kasneci,2020,Human-Computer Interaction,['Human-Computer Interaction'],[0.4],"[-31.15594482421875, 50.68838882446289]"
Enkelejda Kasneci,Conference or Workshop Paper,ITSC,Driver Intention Anticipation Based on In-Cabin and Driving Scene Monitoring.,Yao Rong;Zeynep Akata;Enkelejda Kasneci,2020,Computer Vision,['Computer Vision'],[1.0],"[-28.71535301208496, 63.791709899902344]"
Enkelejda Kasneci,Conference or Workshop Paper,KES,Towards expert gaze modeling and recognition of a user's attention in realtime.,Nora Castner;Lea Geßler;David Geisler;Fabian Hüttig;Enkelejda Kasneci,2020,Machine Learning,['Machine Learning'],[0.5],"[-2.5681841373443604, 6.423100471496582]"
Enkelejda Kasneci,Conference or Workshop Paper,SMC,Camera-based Driver Drowsiness State Classification Using Logistic Regression Models.,Mohamed Hedi Baccour;Frauke Driewer;Tim Schäck;Enkelejda Kasneci,2020,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6, 0.4]","[-18.012020111083984, 51.03047561645508]"
Enkelejda Kasneci,Conference or Workshop Paper,SSCI,Driver Drowsiness Classification Based on Eye Blink and Head Movement Features Using the k-NN Algorithm.,Mariella Dreissig;Mohamed Hedi Baccour;Tim Schäck;Enkelejda Kasneci,2020,Machine Learning,"['Machine Learning', 'Human-Computer Interaction']","[0.5, 0.3333333333333333]","[-17.936704635620117, 51.91722106933594]"
Enkelejda Kasneci,Conference or Workshop Paper,WACV,Attention Flow: End-to-End Joint Attention Estimation.,Ömer Sümer;Peter Gerjets;Ulrich Trautwein;Enkelejda Kasneci,2020,Machine Learning,['Machine Learning'],[1.0],"[-4.550417423248291, 3.1837363243103027]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Automated Anonymisation of Visual and Audio Data in Classroom Studies.,Ömer Sümer;Peter Gerjets;Ulrich Trautwein;Enkelejda Kasneci,2020,Human-Computer Interaction,"['Human-Computer Interaction', 'Visualization', 'Machine Learning']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[-51.22917938232422, -20.30568504333496]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Differential Privacy for Eye Tracking with Temporal Correlations.,Efe Bozkir;Onur Günlü;Wolfgang Fuhl;Rafael F. Schaefer;Enkelejda Kasneci,2020,Human-Computer Interaction,"['Human-Computer Interaction', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[-14.006584167480469, 54.709800720214844]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Multi Layer Neural Networks as Replacement for Pooling Operations.,Wolfgang Fuhl;Enkelejda Kasneci,2020,Machine Learning,['Machine Learning'],[1.0],"[21.090145111083984, 10.156505584716797]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Eye Movement Feature Classification for Soccer Expertise Identification in Virtual Reality.,Benedikt Hosp;Florian Schultz;Enkelejda Kasneci;Oliver Höner,2020,Human-Computer Interaction,"['Human-Computer Interaction', 'Machine Learning']","[0.6, 0.4]","[-22.064342498779297, 57.39353942871094]"
Enkelejda Kasneci,Conference or Workshop Paper,SAP,Assessment of Driver Attention during a Safety Critical Situation in VR to Generate VR-based Training.,Efe Bozkir;David Geisler;Enkelejda Kasneci,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[-37.54499053955078, 21.70744514465332]"
Enkelejda Kasneci,Conference or Workshop Paper,CAIP (1),"500, 000 Images Closer to Eyelid and Pupil Segmentation.",Wolfgang Fuhl;Wolfgang Rosenstiel;Enkelejda Kasneci,2019,Human-Computer Interaction,"['Human-Computer Interaction', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[47.246803283691406, 20.419878005981445]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Get a grip: slippage-robust and glint-free gaze estimation for real-time pervasive head-mounted eye tracking.,Thiago Santini;Diederick C. Niehorster;Enkelejda Kasneci,2019,Human-Computer Interaction,['Human-Computer Interaction'],[0.7142857142857143],"[-9.43084716796875, 60.3140983581543]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Ferns for area of interest free scanpath classification.,Wolfgang Fuhl;Nora Castner;Thomas C. Kübler;Rene Alexander Lotz;Wolfgang Rosenstiel;Enkelejda Kasneci,2019,Robotics,"['Robotics', 'Machine Learning']","[0.5, 0.5]","[-14.94372844696045, 48.404991149902344]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Encodji: encoding gaze data into emoji space for an amusing scanpath classification approach ;).,Wolfgang Fuhl;Efe Bozkir;Benedikt Hosp;Nora Castner;David Geisler;Thiago C. Santini;Enkelejda Kasneci,2019,Machine Learning,['Machine Learning'],[0.6],"[-13.441901206970215, 24.697738647460938]"
Enkelejda Kasneci,Conference or Workshop Paper,ICCV Workshops,"The Applicability of Cycle GANs for Pupil and Eyelid Segmentation, Data Generation and Image Refinement.",Wolfgang Fuhl;David Geisler;Wolfgang Rosenstiel;Enkelejda Kasneci,2019,Computer Vision,"['Computer Vision', 'Human-Computer Interaction']","[0.375, 0.375]","[47.18306350708008, 20.459197998046875]"
Enkelejda Kasneci,Conference or Workshop Paper,ICMV,Learning to validate the quality of detected landmarks.,Wolfgang Fuhl;Enkelejda Kasneci,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[-32.96971893310547, 22.926416397094727]"
Enkelejda Kasneci,Conference or Workshop Paper,IV,Camera-Based Eye Blink Detection Algorithm for Assessing Driver Drowsiness.,Mohamed Hedi Baccour;Frauke Driewer;Enkelejda Kasneci;Wolfgang Rosenstiel,2019,Computer Vision,['Computer Vision'],[0.6],"[-17.92608642578125, 51.58740234375]"
Enkelejda Kasneci,Conference or Workshop Paper,VR,"Person Independent, Privacy Preserving, and Real Time Assessment of Cognitive Load using Eye Tracking in a Virtual Reality Setup.",Efe Bozkir;David Geisler;Enkelejda Kasneci,2019,Human-Computer Interaction,"['Human-Computer Interaction', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[-14.835243225097656, 53.71550750732422]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Validation loss for landmark detection.,Wolfgang Fuhl;Thomas C. Kübler;Rene Alexander Lotz;Gjergji Kasneci;Wolfgang Rosenstiel;Enkelejda Kasneci,2019,Computer Vision,['Computer Vision'],[1.0],"[-33.07258605957031, 23.1516170501709]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Training decision trees as replacement for convolution layers.,Wolfgang Fuhl;Gjergji Kasneci;Wolfgang Rosenstiel;Enkelejda Kasneci,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[20.209291458129883, 9.948750495910645]"
Enkelejda Kasneci,Journal Article,Comput. Vis. Image Underst.,PuRe: Robust pupil detection for real-time pervasive eye tracking.,Thiago Santini;Wolfgang Fuhl;Enkelejda Kasneci,2018,Human-Computer Interaction,['Human-Computer Interaction'],[0.5],"[-9.612496376037598, 58.443634033203125]"
Enkelejda Kasneci,Conference or Workshop Paper,CVPR Workshops,Teachers' Perception in the Classroom.,Ömer Sümer;Patricia Goldberg;Kathleen Stürmer;Tina Seidel;Peter Gerjets;Ulrich Trautwein;Enkelejda Kasneci,2018,Human-Computer Interaction,['Human-Computer Interaction'],[1.0],"[-25.89927101135254, 50.52322769165039]"
Enkelejda Kasneci,Conference or Workshop Paper,ECCV Workshops (5),MAM: Transfer Learning for Fully Automatic Video Annotation and Specialized Detector Creation.,Wolfgang Fuhl;Nora Castner;Lin Zhuang;Markus Holzer;Wolfgang Rosenstiel;Enkelejda Kasneci,2018,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[35.46884536743164, 3.296983480453491]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Cross-subject workload classification using pupil-related measures.,Tobias Appel;Christian Scharinger;Peter Gerjets;Enkelejda Kasneci,2018,Human-Computer Interaction,"['Human-Computer Interaction', 'Machine Learning']","[0.5, 0.5]","[1.8803716897964478, -52.269432067871094]"
Enkelejda Kasneci,Conference or Workshop Paper,PETMEI@ETRA,The art of pervasive eye tracking: unconstrained eye tracking in the Austrian Gallery Belvedere.,Thiago Santini;Hanna Brinkmann;Luise Reitstätter;Helmut Leder;Raphael Rosenberg;Wolfgang Rosenstiel;Enkelejda Kasneci,2018,Human-Computer Interaction,"['Human-Computer Interaction', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[-10.996580123901367, 59.236324310302734]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,CBF: circular binary features for robust and real-time pupil center detection.,Wolfgang Fuhl;David Geisler;Thiago Santini;Tobias Appel;Wolfgang Rosenstiel;Enkelejda Kasneci,2018,Machine Learning,['Machine Learning'],[0.5],"[-8.68476676940918, 54.545860290527344]"
Enkelejda Kasneci,Conference or Workshop Paper,ETVIS@ETRA,Region of interest generation algorithms for eye tracking data.,Wolfgang Fuhl;Thomas C. Kübler;Hanna Brinkmann;Raphael Rosenberg;Wolfgang Rosenstiel;Enkelejda Kasneci,2018,Machine Learning,"['Machine Learning', 'Human-Computer Interaction']","[0.5, 0.3333333333333333]","[-15.955074310302734, 57.105159759521484]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Scanpath comparison in medical image reading skills of dental students: distinguishing stages of expertise development.,Nora Castner;Enkelejda Kasneci;Thomas C. Kübler;Katharina Scheiter;Juliane Richter;Thérése Eder;Fabian Hüttig;Constanze Keutel,2018,Computer Vision,"['Computer Vision', 'Robotics', 'Bioinformatics and Computational Biology']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[-10.954898834228516, 24.031524658203125]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,"BORE: boosted-oriented edge optimization for robust, real time remote pupil center detection.",Wolfgang Fuhl;Shahram Eivazi;Benedikt Hosp;Anna Eivazi;Wolfgang Rosenstiel;Enkelejda Kasneci,2018,Machine Learning,['Machine Learning'],[0.6],"[-9.078164100646973, 54.56175994873047]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,Development and evaluation of a gaze feedback system integrated into eyetrace.,Kai Otto;Nora Castner;David Geisler;Enkelejda Kasneci,2018,Human-Computer Interaction,['Human-Computer Interaction'],[1.0],"[-38.03517532348633, 31.12462043762207]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,PuReST: robust pupil tracking for real-time pervasive eye tracking.,Thiago Santini;Wolfgang Fuhl;Enkelejda Kasneci,2018,Human-Computer Interaction,['Human-Computer Interaction'],[0.6],"[-9.77892017364502, 58.66544723510742]"
Enkelejda Kasneci,Conference or Workshop Paper,ETRA,An inconspicuous and modular head-mounted eye tracker.,Shaharam Eivazi;Thomas C. Kübler;Thiago Santini;Enkelejda Kasneci,2018,Human-Computer Interaction,['Human-Computer Interaction'],[0.75],"[-5.863221645355225, 58.55343246459961]"
Enkelejda Kasneci,Conference or Workshop Paper,HRI,Eye-Hand Behavior in Human-Robot Shared Manipulation.,Reuben M. Aronson;Thiago Santini;Thomas C. Kübler;Enkelejda Kasneci;Siddhartha S. Srinivasa;Henny Admoni,2018,Human-Computer Interaction,"['Human-Computer Interaction', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[-50.252899169921875, 5.15377140045166]"
Enkelejda Kasneci,Conference or Workshop Paper,MCPMD@ICMI,Histogram of oriented velocities for eye movement detection.,Wolfgang Fuhl;Nora Castner;Enkelejda Kasneci,2018,Human-Computer Interaction,"['Human-Computer Interaction', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[-15.953953742980957, 60.471954345703125]"
Enkelejda Kasneci,Conference or Workshop Paper,MCPMD@ICMI,Overlooking: the nature of gaze behavior and anomaly detection in expert dentists.,Nora Castner;Solveig Klepper;Lena Kopnarski;Fabian Hüttig;Constanze Keutel;Katharina Scheiter;Juliane Richter;Thérése Eder;Enkelejda Kasneci,2018,Computer Vision,"['Computer Vision', 'Human-Computer Interaction']","[0.5, 0.5]","[-42.469329833984375, -69.57684326171875]"
Enkelejda Kasneci,Conference or Workshop Paper,MCPMD@ICMI,Rule-based learning for eye movement type detection.,Wolfgang Fuhl;Nora Castner;Enkelejda Kasneci,2018,Human-Computer Interaction,['Human-Computer Interaction'],[0.5],"[-17.096792221069336, 61.68662643432617]"
Enkelejda Kasneci,Conference or Workshop Paper,ICMI,Modeling Cognitive Processes from Multimodal Signals.,Felix Putze;Jutta Hild;Akane Sano;Enkelejda Kasneci;Erin Solovey;Tanja Schultz,2018,Machine Learning,['Machine Learning'],[1.0],"[-42.88991928100586, -10.402472496032715]"
Enkelejda Kasneci,Conference or Workshop Paper,VMV,Automatic Generation of Saliency-based Areas of Interest for the Visualization and Analysis of Eye-tracking Data.,Wolfgang Fuhl;Thomas C. Kübler;Thiago Santini;Enkelejda Kasneci,2018,Visualization,"['Visualization', 'Machine Learning']","[0.3333333333333333, 0.3333333333333333]","[-15.958313941955566, 48.011009216308594]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Eye movement simulation and detector creation to reduce laborious parameter adjustments.,Wolfgang Fuhl;Thiago Santini;Thomas C. Kübler;Nora Castner;Wolfgang Rosenstiel;Enkelejda Kasneci,2018,Human-Computer Interaction,['Human-Computer Interaction'],[0.5],"[-19.121686935424805, 59.33427429199219]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Teacher's Perception in the Classroom.,Ömer Sümer;Patricia Goldberg;Kathleen Stürmer;Tina Seidel;Peter Gerjets;Ulrich Trautwein;Enkelejda Kasneci,2018,Human-Computer Interaction,['Human-Computer Interaction'],[1.0],"[-25.89927101135254, 50.52322769165039]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,"Eye movement velocity and gaze data generator for evaluation, robustness testing and assess of eye tracking software and visualization tools.",Wolfgang Fuhl;Enkelejda Kasneci,2018,Human-Computer Interaction,"['Human-Computer Interaction', 'Machine Learning']","[0.4444444444444444, 0.3333333333333333]","[-15.506397247314453, 60.10868453979492]"
Enkelejda Kasneci,Journal Article,Comput. Hum. Behav.,Aggregating physiological and eye tracking signals to predict perception in the absence of ground truth.,Enkelejda Kasneci;Thomas C. Kübler;Klaus Broelemann;Gjergji Kasneci,2017,Human-Computer Interaction,"['Human-Computer Interaction', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[-13.043009757995605, 59.259559631347656]"
Enkelejda Kasneci,Journal Article,it Inf. Technol.,Towards pervasive eye tracking.,Enkelejda Kasneci,2017,Human-Computer Interaction,"['Human-Computer Interaction', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[-10.526859283447266, 58.94597625732422]"
Enkelejda Kasneci,Journal Article,IEEE Intell. Transp. Syst. Mag.,Ready for Take-Over? A New Driver Assistance System for an Automated Classification of Driver Take-Over Readiness.,Christian Braunagel;Wolfgang Rosenstiel;Enkelejda Kasneci,2017,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[-67.98062896728516, -27.047260284423828]"
Enkelejda Kasneci,Journal Article,IEEE Intell. Transp. Syst. Mag.,Online Recognition of Driver-Activity Based on Visual Scanpath Classification.,Christian Braunagel;David Geisler;Wolfgang Rosenstiel;Enkelejda Kasneci,2017,Computer Vision,['Computer Vision'],[0.4],"[-23.65013313293457, 29.126972198486328]"
Enkelejda Kasneci,Conference or Workshop Paper,CHI,CalibMe: Fast and Unsupervised Eye Tracker Calibration for Gaze-Based Pervasive Human-Computer Interaction.,Thiago Santini;Wolfgang Fuhl;Enkelejda Kasneci,2017,Human-Computer Interaction,['Human-Computer Interaction'],[0.4444444444444444],"[-7.721175193786621, 58.4578742980957]"
Enkelejda Kasneci,Conference or Workshop Paper,IUI Companion,Monitoring Response Quality During Campimetry Via Eye-Tracking.,Gustavo Vergani Dambros;Judith Ungewiss;Thomas C. Kübler;Enkelejda Kasneci;Martin Spüler,2017,Robotics,"['Robotics', 'Human-Computer Interaction']","[0.5, 0.5]","[-31.112672805786133, 22.188379287719727]"
Enkelejda Kasneci,Conference or Workshop Paper,IUI Companion,Towards Intelligent Surgical Microscope: Micro-surgeons' Gaze and Instrument Tracking.,Shahram Eivazi;Wolfgang Fuhl;Enkelejda Kasneci,2017,Robotics,"['Robotics', 'Bioinformatics and Computational Biology', 'Human-Computer Interaction']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[-38.24394226074219, -22.9818115234375]"
Enkelejda Kasneci,Conference or Workshop Paper,IUI Companion,Towards Automatic Skill Evaluation in Microsurgery.,Shahram Eivazi;Michael Slupina;Wolfgang Fuhl;Hoorieh Afkari;Ahmad Hafez;Enkelejda Kasneci,2017,Bioinformatics and Computational Biology,['Bioinformatics and Computational Biology'],[1.0],"[-5.413035869598389, 19.226205825805664]"
Enkelejda Kasneci,Conference or Workshop Paper,VISIGRAPP (6: VISAPP),EyeRecToo: Open-source Software for Real-time Pervasive Head-mounted Eye Tracking.,Thiago Santini;Wolfgang Fuhl;David Geisler;Enkelejda Kasneci,2017,Human-Computer Interaction,['Human-Computer Interaction'],[0.75],"[-8.697819709777832, 60.50130081176758]"
Enkelejda Kasneci,Conference or Workshop Paper,VISIGRAPP (5: VISAPP),"EyeLad: Remote Eye Tracking Image Labeling Tool - Supportive Eye, Eyelid and Pupil Labeling Tool for Remote Eye Tracking Videos.",Wolfgang Fuhl;Thiago Santini;David Geisler;Thomas C. Kübler;Enkelejda Kasneci,2017,Human-Computer Interaction,['Human-Computer Interaction'],[0.5714285714285714],"[-11.292867660522461, 56.64223861694336]"
Enkelejda Kasneci,Conference or Workshop Paper,WACV,Fast and Robust Eyelid Outline and Aperture Detection in Real-World Scenarios.,Wolfgang Fuhl;Thiago Santini;Enkelejda Kasneci,2017,Human-Computer Interaction,['Human-Computer Interaction'],[0.5],"[-11.27377986907959, 52.66927719116211]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,PupilNet v2.0: Convolutional Neural Networks for CPU based real time Robust Pupil Detection.,Wolfgang Fuhl;Thiago Santini;Gjergji Kasneci;Wolfgang Rosenstiel;Enkelejda Kasneci,2017,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.5, 0.3333333333333333]","[17.58719253540039, 12.11053466796875]"
Enkelejda Kasneci,Informal or Other Publication,CoRR,Fast camera focus estimation for gaze-based focus control.,Wolfgang Fuhl;Thiago Santini;Enkelejda Kasneci,2017,Human-Computer Interaction,"['Human-Computer Interaction', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[0.8523590564727783, 56.402503967285156]"
Enkelejda Kasneci,Journal Article,Comput. Biol. Medicine,Non-intrusive practitioner pupil detection for unmodified microscope oculars.,Wolfgang Fuhl;Thiago Santini;Carsten Reichert;Daniel Claus;Alois Herkommer;Hamed Bahmani;Katharina Rifai;Siegfried Wahl;Enkelejda Kasneci,2016,Computer Vision,"['Computer Vision', 'Human-Computer Interaction']","[0.5, 0.5]","[-8.195900917053223, 52.52312469482422]"
