Professor,Publication Type,Venue,Title,Authors,Year
Katherine J. Kuchenbecker,Journal,"Social Robotics - 8th International Conference, {ICSR} 2016, Kansas
City, MO, USA, November 1-3, 2016, Proceedings",Qualitative User Reactions to a Hand-Clapping Humanoid Robot,Naomi T. Fitter;Katherine J. Kuchenbecker,2016
Katherine J. Kuchenbecker,Journal,"Social Robotics - 8th International Conference, {ICSR} 2016, Kansas
City, MO, USA, November 1-3, 2016, Proceedings","Designing and Assessing Expressive Open-Source Faces for the Baxter
Robot",Naomi T. Fitter;Katherine J. Kuchenbecker,2016
Katherine J. Kuchenbecker,Paper,Presence Teleoperators Virtual Environ.,Data-Driven Motion Mappings Improve Transparency in Teleoperation,Rebecca P. Khurshid;Katherine J. Kuchenbecker,2015
Katherine J. Kuchenbecker,Paper,Robotics Auton. Syst.,Robotic learning of haptic adjectives through physical interaction,Vivian Chu;Ian McMahon;Lorenzo Riano;Craig G. McDonald;Qin He;Jorge Martinez Perez{-}Tejada;Michael Arrigo;Trevor Darrell;Katherine J. Kuchenbecker,2015
Katherine J. Kuchenbecker,Paper,{IEEE} Trans. Haptics,Displaying Sensed Tactile Cues with a Fingertip Haptic Device,Claudio Pacchierotti;Domenico Prattichizzo;Katherine J. Kuchenbecker,2015
Katherine J. Kuchenbecker,Journal,"2015 {IEEE} World Haptics Conference, {WHC} 2015, Evanston, IL, USA,
June 22-26, 2015",Should haptic texture vibrations respond to user force and speed?,Heather Culbertson;Katherine J. Kuchenbecker,2015
Katherine J. Kuchenbecker,Paper,CoRR,Deep Learning for Tactile Understanding From Visual and Haptic Data,Yang Gao;Lisa Anne Hendricks;Katherine J. Kuchenbecker;Trevor Darrell,2015
Katherine J. Kuchenbecker,Paper,Entertain. Comput.,"Haptic robotization of the human body by data-driven vibrotactile
feedback",Yosuke Kurihara;Seiya Takei;Yuriko Nakai;Taku Hachisu;Katherine J. Kuchenbecker;Hiroyuki Kajimoto,2014
Katherine J. Kuchenbecker,Paper,{IEEE} Trans. Haptics,"Modeling and Rendering Realistic Textures from Unconstrained Tool-Surface
Interactions",Heather Culbertson;Juliette Unwin;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Journal,"{IEEE} Haptics Symposium, {HAPTICS} 2014, Houston, TX, USA, February
23-26, 2014",The Penn Haptic Texture Toolkit,Heather Culbertson;Juan Jose Lopez Delgado;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Journal,"{IEEE} Haptics Symposium, {HAPTICS} 2014, Houston, TX, USA, February
23-26, 2014",A modular tactile motion guidance system,Katherine J. Kuchenbecker;Alexandre Miranda A{\~{n}}on;Tyler Barkin;Kent deVillafranca;Michael Lo,2014
Katherine J. Kuchenbecker,Journal,"{IEEE} Haptics Symposium, {HAPTICS} 2014, Houston, TX, USA, February
23-26, 2014","Control of a virtual robot with fingertip contact, pressure, vibrotactile,
and grip force feedback",Rebecca M. Pierce;Elizabeth A. Fedalei;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Journal,"{IEEE} Haptics Symposium, {HAPTICS} 2014, Houston, TX, USA, February
23-26, 2014","A wearable device for controlling a robot gripper with fingertip contact,
pressure, vibrotactile, and grip force feedback",Rebecca M. Pierce;Elizabeth A. Fedalei;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Journal,"{IEEE} Haptics Symposium, {HAPTICS} 2014, Houston, TX, USA, February
23-26, 2014",Methods for robotic tool-mediated haptic surface recognition,Joseph M. Romano;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Journal,"{IEEE} Haptics Symposium, {HAPTICS} 2014, Houston, TX, USA, February
23-26, 2014","Dynamic modeling and control of voice-coil actuators for high-fidelity
display of haptic vibrations",William McMahan;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Journal,"Haptics: Neuroscience, Devices, Modeling, and Applications - 9th International
Conference, EuroHaptics 2014, Versailles, France, June 24-26, 2014,
Proceedings, Part {II}","Evaluating the BioTac's Ability to Detect and Characterize Lumps in
Simulated Tissue",Jennifer C. T. Hui;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Journal,"{IEEE} Haptics Symposium, {HAPTICS} 2014, Houston, TX, USA, February
23-26, 2014","One hundred data-driven haptic texture models and open-source methods
for rendering on 3D objects",Heather Culbertson;Juan Jose Lopez Delgado;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Journal,"Haptics: Neuroscience, Devices, Modeling, and Applications - 9th International
Conference, EuroHaptics 2014, Versailles, France, June 24-26, 2014,
Proceedings, Part {I}","A Data-Driven Approach to Remote Tactile Interaction: From a BioTac
Sensor to any Fingertip Cutaneous Device",Claudio Pacchierotti;Domenico Prattichizzo;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Journal,"{ACM/IEEE} International Conference on Human-Robot Interaction, HRI'14,
Bielefeld, Germany, March 3-6, 2014",Analyzing human high-fives to create an effective high-fiving robot,Naomi T. Fitter;Katherine J. Kuchenbecker,2014
Katherine J. Kuchenbecker,Paper,Auton. Robots,"{ROS} open-source audio recognizer: {ROAR} environmental sound detection
tools for robot programming",Joseph M. Romano;Jordan Brindza;Katherine J. Kuchenbecker,2013
Katherine J. Kuchenbecker,Paper,Proc. {IEEE},"Vibrotactile Display: Perception, Technology, and Applications",Seungmoon Choi;Katherine J. Kuchenbecker,2013
Katherine J. Kuchenbecker,Paper,{IEEE} Trans. Hum. Mach. Syst.,"Perception of Springs With Visual and Proprioceptive Motion Cues:
Implications for Prosthetics",Netta Gurari;Katherine J. Kuchenbecker;Allison M. Okamura,2013
Katherine J. Kuchenbecker,Journal,"Advances in Computer Entertainment - 10th International Conference,
{ACE} 2013, Boekelo, The Netherlands, November 12-15, 2013. Proceedings","Virtual Robotization of the Human Body via Data-Driven Vibrotactile
Feedback",Yosuke Kurihara;Taku Hachisu;Katherine J. Kuchenbecker;Hiroyuki Kajimoto,2013
Katherine J. Kuchenbecker,Journal,"2013 {ACM} {SIGCHI} Conference on Human Factors in Computing Systems,
{CHI} '13, Paris, France, April 27 - May 2, 2013","The design and field observation of a haptic notification system for
timing awareness during oral presentations",Diane Tam;Karon E. MacLean;Joanna McGrenere;Katherine J. Kuchenbecker,2013
Katherine J. Kuchenbecker,Journal,"2013 World Haptics Conference, {WHC} 2013, Daejeon, Korea (South),
April 14-17, 2013",Generating haptic texture models from unconstrained tool-surface interactions,Heather Culbertson;Juliette Unwin;Benjamin E. Goodman;Katherine J. Kuchenbecker,2013
Katherine J. Kuchenbecker,Journal,"2013 World Haptics Conference, {WHC} 2013, Daejeon, Korea (South),
April 14-17, 2013",Dynamic simulation of tool-mediated texture interaction,Craig G. McDonald;Katherine J. Kuchenbecker,2013
Katherine J. Kuchenbecker,Journal,"2013 {IEEE} International Conference on Robotics and Automation, Karlsruhe,
Germany, May 6-10, 2013","Using robotic exploratory procedures to learn the meaning of haptic
adjectives",Vivian Chu;Ian McMahon;Lorenzo Riano;Craig G. McDonald;Qin He;Jorge Martinez Perez{-}Tejada;Michael Arrigo;Naomi T. Fitter;John C. Nappo;Trevor Darrell;Katherine J. Kuchenbecker,2013
Katherine J. Kuchenbecker,Journal,"{SIGGRAPH} Asia 2013, Hong Kong, China, November 19-22, 2013, Emerging
Technologies",Jointonation: robotization of the human body by vibrotactile feedback,Yosuke Kurihara;Taku Hachisu;Katherine J. Kuchenbecker;Hiroyuki Kajimoto,2013
Katherine J. Kuchenbecker,Paper,{IEEE} Trans. Haptics,Creating Realistic Virtual Textures from Contact Acceleration Data,Joseph M. Romano;Katherine J. Kuchenbecker,2012
Katherine J. Kuchenbecker,Paper,{IEEE} Trans. Haptics,Evaluation of Tactile Feedback Methods for Wrist Rotation Guidance,Andrew A. Stanley;Katherine J. Kuchenbecker,2012
Katherine J. Kuchenbecker,Journal,"2012 {IEEE} Haptics Symposium, {HAPTICS} 2012, Vancouver, BC, Canada,
March 4-7, 2012","Recreating the feel of the human chest in a {CPR} manikin via programmable
pneumatic damping",Andrew A. Stanley;Simon K. Healey;Matthew R. Maltese;Katherine J. Kuchenbecker,2012
Katherine J. Kuchenbecker,Journal,"Haptics: Perception, Devices, Mobility, and Communication - International
Conference, EuroHaptics 2012, Tampere, Finland, June 13-15, 2012.
Proceedings, Part {I}","Spectral Subtraction of Robot Motion Noise for Improved Event Detection
in Tactile Acceleration Signals",William McMahan;Katherine J. Kuchenbecker,2012
Katherine J. Kuchenbecker,Journal,"2012 {IEEE} Haptics Symposium, {HAPTICS} 2012, Vancouver, BC, Canada,
March 4-7, 2012","Refined methods for creating realistic haptic virtual textures from
tool-mediated contact acceleration data",Heather Culbertson;Joseph M. Romano;Pablo Castillo;Max Mintz;Katherine J. Kuchenbecker,2012
Katherine J. Kuchenbecker,Journal,"2012 {IEEE} Haptics Symposium, {HAPTICS} 2012, Vancouver, BC, Canada,
March 4-7, 2012",{HALO:} Haptic Alerts for Low-hanging Obstacles in white cane navigation,Yunqing Wang;Katherine J. Kuchenbecker,2012
Katherine J. Kuchenbecker,Journal,"Proceedings of the 20th {ACM} Multimedia Conference, {MM} '12, Nara,
Japan, October 29 - November 02, 2012","Low bitrate source-filter model based compression of vibrotactile
texture signals in haptic teleoperation",Rahul Gopal Chaudhari;Burak Cizmeci;Katherine J. Kuchenbecker;Seungmoon Choi;Eckehard G. Steinbach,2012
Katherine J. Kuchenbecker,Paper,{IEEE} Trans. Haptics,Tool Contact Acceleration Feedback for Telerobotic Surgery,William McMahan;Jamie Gewirtz;Dorsey Standish;Paul D. Martin;Jacquelyn A. Kunkel;Magalie Lilavois;Alexei Wedmid;David I. Lee;Katherine J. Kuchenbecker,2011
Katherine J. Kuchenbecker,Paper,{IEEE} Trans. Robotics,Human-Inspired Robotic Grasp Control With Tactile Sensing,"Joseph M. Romano;Kaijen Hsiao;G{\""{u}}nter Niemeyer;Sachin Chitta;Katherine J. Kuchenbecker",2011
Katherine J. Kuchenbecker,Journal,"{IEEE} World Haptics Conference, {WHC} 2011, 21-24 June 2011, Istanbul,
Turkey",Haptically assisted golf putting through a planar four-cable system,Peter Y. Huang;Jacquelyn A. Kunkel;Jordan Brindza;Katherine J. Kuchenbecker,2011
Katherine J. Kuchenbecker,Journal,"{IEEE} World Haptics Conference, {WHC} 2011, 21-24 June 2011, Istanbul,
Turkey",Lessons in using vibrotactile feedback to guide fast arm motions,Karlin Bark;Preeya Khanna;Rikki Irwin;Pulkit Kapur;Steven A. Jax;Laurel J. Buxbaum;Katherine J. Kuchenbecker,2011
Katherine J. Kuchenbecker,Journal,"{IEEE} World Haptics Conference, {WHC} 2011, 21-24 June 2011, Istanbul,
Turkey","Design of body-grounded tactile actuators for playback of human physical
contact",Andrew A. Stanley;Katherine J. Kuchenbecker,2011
Katherine J. Kuchenbecker,Paper,{ACM} Trans. Appl. Percept.,"Identifying the role of proprioception in upper-limb prosthesis control:
Studies on targeted motion",Amy A. Blank;Allison M. Okamura;Katherine J. Kuchenbecker,2010
Katherine J. Kuchenbecker,Journal,"Haptics: Generating and Perceiving Tangible Sensations, International
Conference, EuroHaptics 2010, Amsterdam, The Netherlands, July 8-10,
2010. Proceedings, Part {II}",Dimensional Reduction of High-Frequency Accelerations for Haptic Rendering,Nils Landin;Joseph M. Romano;William McMahan;Katherine J. Kuchenbecker,2010
Katherine J. Kuchenbecker,Journal,"2010 {IEEE} Haptics Symposium, {HAPTICS} 2010, Waltham, MA, USA, March
25-26, 2010","High frequency acceleration feedback significantly increases the realism
of haptically rendered textured surfaces",William McMahan;Joseph M. Romano;Amal M. Abdul Rahuman;Katherine J. Kuchenbecker,2010
Katherine J. Kuchenbecker,Journal,"Haptics: Generating and Perceiving Tangible Sensations, International
Conference, EuroHaptics 2010, Amsterdam, The Netherlands, July 8-10,
2010. Proceedings, Part {I}",VerroTouch: High-Frequency Acceleration Feedback for Telerobotic Surgery,Katherine J. Kuchenbecker;Jamie Gewirtz;William McMahan;Dorsey Standish;Paul D. Martin;Jonathan Bohren;Pierre J. Mendoza;David I. Lee,2010
Katherine J. Kuchenbecker,Journal,"2010 {IEEE} Haptics Symposium, {HAPTICS} 2010, Waltham, MA, USA, March
25-26, 2010",Spatially distributed tactile feedback for kinesthetic motion guidance,Pulkit Kapur;Mallory Jensen;Laurel J. Buxbaum;Steven A. Jax;Katherine J. Kuchenbecker,2010
Katherine J. Kuchenbecker,Journal,"{IEEE} International Conference on Robotics and Automation, {ICRA}
2010, Anchorage, Alaska, USA, 3-7 May 2010","Control of a high fidelity ungrounded torque feedback device: The
iTorqU 2.1",Kyle N. Winfree;Joseph M. Romano;Jamie Gewirtz;Katherine J. Kuchenbecker,2010
Katherine J. Kuchenbecker,Journal,"{IEEE} International Conference on Robotics and Automation, {ICRA}
2010, Anchorage, Alaska, USA, 3-7 May 2010","Automatic filter design for synthesis of haptic textures from recorded
acceleration data",Joseph M. Romano;Takashi Yoshioka;Katherine J. Kuchenbecker,2010
Katherine J. Kuchenbecker,Journal,"World Haptics 2009 - Third Joint EuroHaptics conference and Symposium
on Haptic Interfaces for Virtual Environment and Teleoperator Systems,
Salt Lake City, UT, USA, 18-20 March 2009",Stiffness discrimination with visual and proprioceptive cues,Netta Gurari;Katherine J. Kuchenbecker;Allison M. Okamura,2009
Katherine J. Kuchenbecker,Journal,"World Haptics 2009 - Third Joint EuroHaptics conference and Symposium
on Haptic Interfaces for Virtual Environment and Teleoperator Systems,
Salt Lake City, UT, USA, 18-20 March 2009",A high fidelity ungrounded torque feedback device: The iTorqU 2.0,Kyle N. Winfree;Jamie Gewirtz;Thomas Mather;Jonathan Fiene;Katherine J. Kuchenbecker,2009
Katherine J. Kuchenbecker,Journal,"World Haptics 2009 - Third Joint EuroHaptics conference and Symposium
on Haptic Interfaces for Virtual Environment and Teleoperator Systems,
Salt Lake City, UT, USA, 18-20 March 2009","Toward tactilely transparent gloves: Collocated slip sensing and bibrotactile
actuation",Joseph M. Romano;Steven R. Gray;Nathan T. Jacobs;Katherine J. Kuchenbecker,2009
Katherine J. Kuchenbecker,Journal,"World Haptics 2009 - Third Joint EuroHaptics conference and Symposium
on Haptic Interfaces for Virtual Environment and Teleoperator Systems,
Salt Lake City, UT, USA, 18-20 March 2009","Displaying realistic contact accelerations via a dedicated vibration
actuator",William McMahan;Katherine J. Kuchenbecker,2009
Katherine J. Kuchenbecker,Journal,"World Haptics 2009 - Third Joint EuroHaptics conference and Symposium
on Haptic Interfaces for Virtual Environment and Teleoperator Systems,
Salt Lake City, UT, USA, 18-20 March 2009",Vibrotactile feedback system for intuitive upper-limb rehabilitation,Pulkit Kapur;Sunthar Premakumar;Steven A. Jax;Laurel J. Buxbaum;Amanda M. Dawson;Katherine J. Kuchenbecker,2009
Katherine J. Kuchenbecker,Journal,"2009 {IEEE} International Conference on Robotics and Automation, {ICRA}
2009, Kobe, Japan, May 12-17, 2009","The AirWand: Design and characterization of a large-workspace haptic
device",Joseph M. Romano;Katherine J. Kuchenbecker,2009
Katherine J. Kuchenbecker,Journal,"2009 {IEEE/RSJ} International Conference on Intelligent Robots and
Systems, October 11-15, 2009, St. Louis, MO, {USA}","Haptic display of realistic tool contact via dynamically compensated
control of a dedicated actuator",William McMahan;Katherine J. Kuchenbecker,2009
Katherine J. Kuchenbecker,Journal,"Robotics Research - The 14th International Symposium, {ISRR} 2009,
August 31 - September 3, 2009, Lucerne, Switzerland",Haptography: Capturing and Recreating the Rich Feel of Real Surfaces,Katherine J. Kuchenbecker;Joseph M. Romano;William McMahan,2009
Katherine J. Kuchenbecker,Journal,"1st International {ICST} Conference on Ambient Media and Systems,
{AMBI-SYS} 2008, Quebec, Canada, February 11-13, 2008","Haptography: capturing the feel of real objects to enable authentic
haptic rendering (invited paper)",Katherine J. Kuchenbecker,2008
Katherine J. Kuchenbecker,Journal,"2008 Symposium on Haptic Interfaces for Virtual Environment and Teleoperator
Systems, {HAPTICS} 2008, Reno, NE, USA, March 13-14, 2008","Effects of Proprioceptive Motion Feedback on Sighted and Non-Sighted
Control of a Virtual Hand Prosthesis",Amy A. Blank;Allison M. Okamura;Katherine J. Kuchenbecker,2008
Katherine J. Kuchenbecker,Journal,"2008 Symposium on Haptic Interfaces for Virtual Environment and Teleoperator
Systems, {HAPTICS} 2008, Reno, NE, USA, March 13-14, 2008","The Touch Thimble: Providing Fingertip Contact Feedback During Point-Force
Haptic Interaction",Katherine J. Kuchenbecker;David Ferguson;Michael D. M. Kutzer;Matthew Moses;Allison M. Okamura,2008
Katherine J. Kuchenbecker,Journal,"Second Joint EuroHaptics Conference and Symposium on Haptic Interfaces
for Virtual Environment and Teleoperator Systems, {WHC} 2007, Tsukuba,
Japan, March 22-24, 2007","Shaping Event-Based Haptic Transients Via an Improved Understanding
of Real Contact Dynamics",Jonathan Fiene;Katherine J. Kuchenbecker,2007
Katherine J. Kuchenbecker,Journal,"Second Joint EuroHaptics Conference and Symposium on Haptic Interfaces
for Virtual Environment and Teleoperator Systems, {WHC} 2007, Tsukuba,
Japan, March 22-24, 2007","Quantifying the Value of Visual and Haptic Position Feedback During
Force-Based Motion Control",Katherine J. Kuchenbecker;Netta Gurari;Allison M. Okamura,2007
Katherine J. Kuchenbecker,Paper,{IEEE} Trans. Vis. Comput. Graph.,Improving Contact Realism through Event-Based Haptic Feedback,"Katherine J. Kuchenbecker;Jonathan Fiene;G{\""{u}}nter Niemeyer",2006
Katherine J. Kuchenbecker,Journal,"14th International Symposium on Haptic Interfaces for Virtual Environment
and Teleoperator Systems {(HAPTICS} 2006), 25-26 March 2006, Arlington,
VA, USA, Proceedings",Event-Based Haptic Tapping with Grip Force Compensation,"Jonathan Fiene;Katherine J. Kuchenbecker;G{\""{u}}nter Niemeyer",2006
Katherine J. Kuchenbecker,Journal,"Proceedings of the 2006 {IEEE} International Conference on Robotics
and Automation, {ICRA} 2006, May 15-19, 2006, Orlando, Florida, {USA}",Improving Telerobotic Touch via High-frequency Acceleration Matching,"Katherine J. Kuchenbecker;G{\""{u}}nter Niemeyer",2006
Katherine J. Kuchenbecker,Paper,Int. J. Robotics Res.,"Contact Location Display for Haptic Perception of Curvature and Object
Motion","William R. Provancher;Mark R. Cutkosky;Katherine J. Kuchenbecker;G{\""{u}}nter Niemeyer",2005
Katherine J. Kuchenbecker,Journal,"First Joint Eurohaptics Conference and Symposium on Haptic Interfaces
for Virtual Environment and Teleoperator Systems, {WHC} 2005, Pisa,
Italy, March 18-20, 2005","Event-Based Haptics and Acceleration Matching: Portraying and Assessing
the Realism of Contact","Katherine J. Kuchenbecker;Jonathan Fiene;G{\""{u}}nter Niemeyer",2005
Katherine J. Kuchenbecker,Journal,"Proceedings of the 2005 {IEEE} International Conference on Robotics
and Automation, {ICRA} 2005, April 18-22, 2005, Barcelona, Spain",Modeling Induced Master Motion in Force-Reflecting Teleoperation,"Katherine J. Kuchenbecker;G{\""{u}}nter Niemeyer",2005
Katherine J. Kuchenbecker,Journal,"12th International Symposium on Haptic Interfaces for Virtual Environment
and Teleoperator Systems {(HAPTICS} 2004), 27-28 March 2004, Chicago,
IL, USA, Proceedings",Haptic Display of Contact Location,"Katherine J. Kuchenbecker;William R. Provancher;G{\""{u}}nter Niemeyer;Mark R. Cutkosky",2004
Katherine J. Kuchenbecker,Journal,"Robotics Research, The Eleventh International Symposium, ISRR, October
19-22, 2003, Siena, Italy",Perception of Curvature and Object Motion Via Contact Location Feedback,"William R. Provancher;Katherine J. Kuchenbecker;G{\""{u}}nter Niemeyer;Mark R. Cutkosky",2003
Martin V. Butz,Paper,{IEEE} Trans. Cogn. Dev. Syst.,"Extending the Omniglot Challenge: Imitating Handwriting Styles on
a New Sequential Data Set","Sarah Fabi;Sebastian Otte;Fedor Scholz;Julius W{\""{u}}hrer;Matthias Karlbauer;Martin V. Butz",2023
Martin V. Butz,Journal,"The Eleventh International Conference on Learning Representations,
{ICLR} 2023, Kigali, Rwanda, May 1-5, 2023","Learning What and Where: Disentangling Location and Identity Tracking
Without Supervision","Manuel Traub;Sebastian Otte;Tobias Menge;Matthias Karlbauer;Jannik Th{\""{u}}mmel;Martin V. Butz",2023
Martin V. Butz,Paper,CoRR,Inductive biases in deep learning models for weather prediction,"Jannik Th{\""{u}}mmel;Matthias Karlbauer;Sebastian Otte;Christiane Zarfl;Georg Martius;Nicole Ludwig;Thomas Scholten;Ulrich Friedrich;Volker Wulfmeyer;Bedartha Goswami;Martin V. Butz",2023
Martin V. Butz,Paper,CoRR,Looping {LOCI:} Developing Object Permanence from Videos,Manuel Traub;Frederic Becker;Sebastian Otte;Martin V. Butz,2023
Martin V. Butz,Paper,CoRR,Loci-Segmented: Improving Scene Segmentation Learning,Manuel Traub;Frederic Becker;Adrian Sauter;Sebastian Otte;Martin V. Butz,2023
Martin V. Butz,Paper,CoRR,"Advancing Parsimonious Deep Learning Weather Prediction using the
HEALPix Mesh",Matthias Karlbauer;Nathaniel Cresswell{-}Clay;Raul A. Moreno;Dale R. Durran;Thorsten Kurth;Martin V. Butz,2023
Martin V. Butz,Paper,Comput. Educ.,A cognitive definition of computational thinking in primary education,Katerina Tsarava;Korbinian Moeller;Marcos Rom{\'{a}}n{-}Gonz{\'{a}}lez;Jessika Golle;Luzia Leifheit;Martin V. Butz;Manuel Ninaus,2022
Martin V. Butz,Paper,Frontiers Neurorobotics,Inference of affordances and active motor control in simulated agents,Fedor Scholz;Christian Gumbsch;Sebastian Otte;Martin V. Butz,2022
Martin V. Butz,Paper,Genet. Program. Evolvable Mach.,Inference of time series components by online co-evolution,Danil Koryakin;Sebastian Otte;Martin V. Butz,2022
Martin V. Butz,Paper,Nat. Mach. Intell.,"Intelligent problem-solving as integrated hierarchical reinforcement
learning",Manfred Eppe;Christian Gumbsch;Matthias Kerzel;Phuong D. H. Nguyen;Martin V. Butz;Stefan Wermter,2022
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2022 - 31st
International Conference on Artificial Neural Networks, Bristol, UK,
September 6-9, 2022, Proceedings, Part {I}",Infering Boundary Conditions in Finite Volume Neural Networks,Cosku Can Horuz;Matthias Karlbauer;Timothy Praditia;Martin V. Butz;Sergey Oladyshkin;Wolfgang Nowak;Sebastian Otte,2022
Martin V. Butz,Journal,"{IEEE} International Conference on Development and Learning, {ICDL}
2022, London, United Kingdom, September 12-15, 2022","Developing hierarchical anticipations via neural network-based event
segmentation",Christian Gumbsch;Maurits Adam;Birgit Elsner;Georg Martius;Martin V. Butz,2022
Martin V. Butz,Journal,"{IEEE} International Conference on Development and Learning, {ICDL}
2022, London, United Kingdom, September 12-15, 2022",Binding Dancers Into Attractors,Franziska Kaltenberger;Sebastian Otte;Martin V. Butz,2022
Martin V. Butz,Journal,"International Conference on Machine Learning, {ICML} 2022, 17-23 July
2022, Baltimore, Maryland, {USA}","Composing Partial Differential Equations with Physics-Aware Neural
Networks",Matthias Karlbauer;Timothy Praditia;Sebastian Otte;Sergey Oladyshkin;Wolfgang Nowak;Martin V. Butz,2022
Martin V. Butz,Paper,CoRR,Inference of Affordances and Active Motor Control in Simulated Agents,Fedor Scholz;Christian Gumbsch;Sebastian Otte;Martin V. Butz,2022
Martin V. Butz,Paper,CoRR,"Learning What and Where - Unsupervised Disentangling Location and
Identity Tracking","Manuel Traub;Sebastian Otte;Tobias Menge;Matthias Karlbauer;Jannik Th{\""{u}}mmel;Martin V. Butz",2022
Martin V. Butz,Paper,CoRR,"Developing hierarchical anticipations via neural network-based event
segmentation",Christian Gumbsch;Maurits Adam;Birgit Elsner;Georg Martius;Martin V. Butz,2022
Martin V. Butz,Paper,CoRR,Binding Dancers Into Attractors,Franziska Kaltenberger;Sebastian Otte;Martin V. Butz,2022
Martin V. Butz,Paper,CoRR,"Intelligent problem-solving as integrated hierarchical reinforcement
learning",Manfred Eppe;Christian Gumbsch;Matthias Kerzel;Phuong D. H. Nguyen;Martin V. Butz;Stefan Wermter,2022
Martin V. Butz,Paper,Cogn. Sci.,"Emergent Goal-Anticipatory Gaze in Infants via Event-Predictive Learning
and Inference",Christian Gumbsch;Maurits Adam;Birgit Elsner;Martin V. Butz,2021
Martin V. Butz,Paper,"K{\""{u}}nstliche Intell.",Towards Strong {AI},Martin V. Butz,2021
Martin V. Butz,Paper,{IEEE} Trans. Cogn. Dev. Syst.,"Autonomous Identification and Goal-Directed Invocation of Event-Predictive
Behavioral Primitives",Christian Gumbsch;Martin V. Butz;Georg Martius,2021
Martin V. Butz,Paper,Top. Cogn. Sci.,Event-Predictive Cognition: {A} Root for Conceptual Human Thought,Martin V. Butz;Asya Achimova;David K. Bilkey;Alistair Knott,2021
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2021 - 30th
International Conference on Artificial Neural Networks, Bratislava,
Slovakia, September 14-17, 2021, Proceedings, Part {III}","Binding and Perspective Taking as Inference in a Generative Neural
Network Model",Mahdi Sadeghi;Fabian Schrodt;Sebastian Otte;Martin V. Butz,2021
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2021 - 30th
International Conference on Artificial Neural Networks, Bratislava,
Slovakia, September 14-17, 2021, Proceedings, Part {V}","Signal Denoising with Recurrent Spiking Neural Networks and Active
Tuning",Melvin Ciurletti;Manuel Traub;Matthias Karlbauer;Martin V. Butz;Sebastian Otte,2021
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2021 - 30th
International Conference on Artificial Neural Networks, Bratislava,
Slovakia, September 14-17, 2021, Proceedings, Part {V}",Dynamic Action Inference with Recurrent Spiking Neural Networks,Manuel Traub;Martin V. Butz;Robert Legenstein;Sebastian Otte,2021
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2021 - 30th
International Conference on Artificial Neural Networks, Bratislava,
Slovakia, September 14-17, 2021, Proceedings, Part {IV}",Latent State Inference in a Spatiotemporal Generative Model,Matthias Karlbauer;Tobias Menge;Sebastian Otte;Hendrik P. A. Lensch;Thomas Scholten;Volker Wulfmeyer;Martin V. Butz,2021
Martin V. Butz,Journal,"Artificial Neural Networks and Machine Learning - {ICANN} 2021 - 30th
International Conference on Artificial Neural Networks, Bratislava,
Slovakia, September 14-17, 2021, Proceedings, Part {II}","Fostering Compositionality in Latent, Generative Encodings to Solve
the Omniglot Challenge",Sarah Fabi;Sebastian Otte;Martin V. Butz,2021
Martin V. Butz,Journal,"{IEEE} International Conference on Development and Learning, {ICDL}
2021, Beijing, China, August 23-26, 2021","Gestalt Perception of Biological Motion: {A} Generative Artificial
Neural Network Model",Mahdi Sadeghi;Fabian Schrodt;Sebastian Otte;Martin V. Butz,2021
Martin V. Butz,Journal,"{IEEE} International Conference on Development and Learning, {ICDL}
2021, Beijing, China, August 23-26, 2021","Learn It First: Grounding Language in Compositional Event-Predictive
Encodings",Christian Stegemann{-}Philipps;Martin V. Butz,2021
Martin V. Butz,Journal,"Advances in Neural Information Processing Systems 34: Annual Conference
on Neural Information Processing Systems 2021, NeurIPS 2021, December
6-14, 2021, virtual","Sparsely Changing Latent States for Prediction and Planning in Partially
Observable Domains",Christian Gumbsch;Martin V. Butz;Georg Martius,2021
Martin V. Butz,Paper,CoRR,Finite Volume Neural Network: Modeling Subsurface Contaminant Transport,Timothy Praditia;Matthias Karlbauer;Sebastian Otte;Sergey Oladyshkin;Martin V. Butz;Wolfgang Nowak,2021
Martin V. Butz,Paper,CoRR,Latent Event-Predictive Encodings through Counterfactual Regularization,Dania Humaidan;Sebastian Otte;Christian Gumbsch;Charley Wu;Martin V. Butz,2021
Martin V. Butz,Paper,CoRR,"Sparsely Changing Latent States for Prediction and Planning in Partially
Observable Domains",Christian Gumbsch;Martin V. Butz;Georg Martius,2021
